time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance_million,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus_million,total_revenue_reserve_schools_deficit_million,schools_surplus_over_threshold,school_over_threshold_pc_surplus,school_surplus_over_threshold_million,school_over_threshold_av_per_school,B01_million,B02_million,B03_million,B05_million,B06_million,OB01_million,OB02_million,OB03_million,total_income_million
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Croydon,306,E09000008,All LA maintained schools,49,40,9,81.6,18.4,2.02,41219,1.6,5.71,-3.69,9,22.5,2.6,288653,4.74,-2.91,0.4,0.2,0.19,3.25,0.19,1.04,123.16
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Croydon,306,E09000008,Nursery,5,4,1,80,20,0.13,26530,2.9,0.17,-0.03,2,50,0.15,73439,0.15,-0.04,0.04,0,0.02,0.24,0.06,0.05,4.63
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Croydon,306,E09000008,Primary,33,28,5,84.8,15.2,2.7,81706,3.8,3.38,-0.68,3,10.7,0.97,324591,2.97,-0.33,0.29,0.16,0.06,2.81,0.05,0.76,71.16
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Croydon,306,E09000008,PRU,1,1,0,100,0,0.12,122828,2.5,0.12,0,0,0,0,0,0.12,0,0.01,0,0,0.06,0,0.02,4.88
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Croydon,306,E09000008,Secondary,5,2,3,40,60,-2.58,-516383,-12.1,0.39,-2.97,0,0,0,0,0.27,-2.85,0.06,0,0,-1.32,0,0.14,21.32
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Croydon,306,E09000008,Special,5,5,0,100,0,1.65,329973,7.8,1.65,0,4,80,1.48,369306,1.23,0.31,0,0.03,0.11,1.47,0.09,0.07,21.16
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Ealing,307,E09000009,All LA maintained schools,76,70,6,92.1,7.9,17.22,226575,6.5,17.95,-0.73,33,47.1,12.34,373947,3.3,13.79,1.81,0.18,0.13,16.77,0.09,2.81,263.21
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Ealing,307,E09000009,Nursery,4,4,0,100,0,0.64,161131,11.8,0.64,0,3,75,0.64,211672,0.3,0.15,0.1,0.04,0.2,0.52,0.15,0.14,5.46
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Ealing,307,E09000009,Primary,59,54,5,91.5,8.5,11.52,195241,6.9,12,-0.48,24,44.4,7.97,331985,2.14,9.46,0.93,0.28,-0.08,11.14,-0.07,1.86,165.92
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Ealing,307,E09000009,Secondary,7,6,1,85.7,14.3,3.63,518415,5.5,3.88,-0.25,4,66.7,2.94,735772,0.32,3.31,0.61,-0.24,0,3.45,0,0.48,66.39
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Ealing,307,E09000009,Special,6,6,0,100,0,1.43,237839,5.6,1.43,0,2,33.3,0.79,397250,0.55,0.87,0.16,0.11,0,1.66,0.01,0.32,25.44
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Enfield,308,E09000010,All LA maintained schools,55,38,16,69.1,29.1,-3.04,-55354,-1.5,4.6,-7.65,0,0,0,0,3.71,-6.81,0.38,0.48,0.06,-0.4,0.02,1.33,198
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Enfield,308,E09000010,Primary,40,32,8,80,20,2.92,72883,2.7,3.4,-0.49,0,0,0,0,2.57,0.29,0.07,0.41,0.06,4.68,0.02,0.68,106.45
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Enfield,308,E09000010,PRU,1,1,0,100,0,0.11,105455,4.2,0.11,0,0,0,0,0,0,0.11,0.01,0,0,0.13,0,0.02,2.49
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Enfield,308,E09000010,Secondary,9,0,8,0,88.9,-7.16,-795323,-10.5,0,-7.16,0,0,0,0,0.18,-7.34,0.15,0.07,0,-6.5,0,0.43,68.43
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Enfield,308,E09000010,Special,5,5,0,100,0,1.09,218530,5.3,1.09,0,0,0,0,0,0.96,0.13,0.15,0,0,1.29,0,0.19,20.63
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Harrow,310,E09000015,All LA maintained schools,34,33,1,97.1,2.9,12.74,374710,11.5,13.02,-0.28,21,63.6,11.37,541553,11.97,0.77,0.77,0.02,0,11.95,0,0.93,110.44
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Harrow,310,E09000015,Nursery,1,1,0,100,0,0.02,17568,4.2,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.41
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Harrow,310,E09000015,Primary,28,28,0,100,0,10.08,359940,11.6,10.08,0,18,64.3,8.69,482728,9.03,1.05,0.58,0.02,0,9.32,0,0.74,86.64
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Harrow,310,E09000015,PRU,1,1,0,100,0,0.27,273151,14.5,0.27,0,1,100,0.27,273151,0.27,0,0,0,0,0.05,0,0,1.89
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Harrow,310,E09000015,Secondary,1,1,0,100,0,2.02,2018484,17.4,2.02,0,1,100,2.02,2018484,2.02,0,0.15,0,0,2.35,0,0.15,11.58
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Harrow,310,E09000015,Special,3,2,1,66.7,33.3,0.35,117545,3.6,0.63,-0.28,1,50,0.39,391872,0.63,-0.28,0.04,0,0,0.22,0,0.03,9.91
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Havering,311,E09000016,All LA maintained schools,42,23,19,54.8,45.2,2.25,53601,2.3,3.67,-1.42,5,21.7,1.17,233985,2.7,-0.45,0.74,0.15,0,3.6,0,1.34,97.65
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Havering,311,E09000016,Primary,41,22,19,53.7,46.3,2.18,53088,2.3,3.59,-1.42,5,22.7,1.17,233985,2.7,-0.52,0.74,0.14,0,3.69,0,1.32,92.94
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Havering,311,E09000016,Special,1,1,0,100,0,0.07,74627,1.6,0.07,0,0,0,0,0,0,0.07,0,0.01,0,-0.09,0,0.03,4.71
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hillingdon,312,E09000017,All LA maintained schools,54,49,5,90.7,9.3,10.02,185538,7.5,13.65,-3.63,28,57.1,11.12,397223,3.93,6.18,0.57,0.14,-0.08,11.24,-0.08,1.16,133.7
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hillingdon,312,E09000017,Nursery,1,1,0,100,0,0.07,67888,6.6,0.07,0,0,0,0,0,0,0.07,0.01,0,0,0.18,0,0,1.03
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hillingdon,312,E09000017,Primary,49,45,4,91.8,8.2,10.67,217788,9.9,10.84,-0.17,26,57.8,8.79,338145,2.65,8,0.39,0.08,0.02,11.98,0.02,0.85,107.63
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hillingdon,312,E09000017,Secondary,2,1,1,50,50,-3.05,-1525456,-22.2,0.41,-3.47,0,0,0,0,0,-3.05,0.18,0.06,0,-2.88,0,0.28,13.75
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hillingdon,312,E09000017,Special,2,2,0,100,0,2.33,1165236,20.6,2.33,0,2,100,2.33,1165236,1.27,1.16,0,0,-0.1,1.96,-0.1,0.02,11.29
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hounslow,313,E09000018,All LA maintained schools,54,47,7,87,13,10.32,191079,6.2,10.97,-0.65,20,42.6,7.06,353205,5.51,4.66,0.68,0.48,0.15,11.32,0.18,1.36,165.98
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hounslow,313,E09000018,Primary,47,42,5,89.4,10.6,8.31,176846,6.8,8.8,-0.49,18,42.9,6.1,338725,5.37,2.81,0.63,0.23,0.13,9.47,0.16,1.12,122.77
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hounslow,313,E09000018,PRU,1,1,0,100,0,0.49,485627,8.1,0.49,0,1,100,0.49,485627,0,0.49,0,0.01,0,0.01,0,0.01,6.01
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hounslow,313,E09000018,Secondary,2,1,1,50,50,0.42,209368,2.3,0.55,-0.13,0,0,0,0,0,0.42,0,0.17,0,1.02,0,0.09,18.28
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Hounslow,313,E09000018,Special,4,3,1,75,25,1.1,275527,5.8,1.13,-0.03,1,33.3,0.48,481422,0.14,0.94,0.04,0.07,0.02,0.83,0.02,0.14,18.93
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Kingston upon Thames,314,E09000021,All LA maintained schools,32,31,1,96.9,3.1,4.37,136416,6.1,5.97,-1.6,17,54.8,4.51,265522,0.02,4.24,0.15,0.09,0.11,4.39,0.11,0.44,71.81
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Kingston upon Thames,314,E09000021,Nursery,1,1,0,100,0,0.09,86345,9.5,0.09,0,1,100,0.09,86345,0,0.09,0,0,0,0.19,0,0.01,0.91
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Kingston upon Thames,314,E09000021,Primary,29,29,0,100,0,5.46,188416,8.4,5.46,0,15,51.7,4.01,267509,0.02,5.34,0.15,0.09,0.11,5.45,0.11,0.4,64.72
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Kingston upon Thames,314,E09000021,PRU,1,1,0,100,0,0.41,414890,15.5,0.41,0,1,100,0.41,414890,0,0.41,0,0,0,0.35,0,0,2.68
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Kingston upon Thames,314,E09000021,Secondary,1,0,1,0,100,-1.6,-1600000,-45.6,0,-1.6,0,0,0,0,0,-1.6,0,0,0,-1.6,0,0.03,3.51
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Merton,315,E09000024,All LA maintained schools,47,39,8,83,17,8.37,178035,5.5,8.86,-0.49,14,35.9,5.67,404852,3.24,3.59,0.44,0.05,1.54,6.76,1.58,1.09,151.18
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Merton,315,E09000024,Primary,38,31,7,81.6,18.4,4.15,109223,4.4,4.59,-0.44,9,29,2.6,288336,1.83,1.29,0.28,0.03,1.02,3.08,1.04,0.67,94.17
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Merton,315,E09000024,PRU,1,1,0,100,0,0.23,232484,9.7,0.23,0,1,100,0.23,232484,0.09,0.12,0,0,0.03,0.45,0.03,0.01,2.41
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Merton,315,E09000024,Secondary,5,5,0,100,0,3.23,646766,7.5,3.23,0,2,40,2.04,1018860,0.94,2.12,0.14,0.03,0.17,2.53,0.05,0.37,43.18
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Merton,315,E09000024,Special,3,2,1,66.7,33.3,0.75,250297,6.6,0.8,-0.05,2,100,0.8,401350,0.38,0.06,0.02,0,0.31,0.71,0.46,0.04,11.42
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Redbridge,317,E09000026,All LA maintained schools,62,59,3,95.2,4.8,15.68,252903,6.4,16.01,-0.33,24,40.7,10.84,451569,16.04,-0.33,0.78,0.43,-0.03,16.57,0,2.5,243.59
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Redbridge,317,E09000026,Primary,46,44,2,95.7,4.3,8.71,189375,6.6,8.8,-0.08,16,36.4,5.04,315066,8.82,-0.08,0.42,0,-0.03,10.68,0,1.01,131.38
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Redbridge,317,E09000026,PRU,2,2,0,100,0,0.62,308021,22.9,0.62,0,1,50,0.57,567770,0.62,0,0.01,0,0,0.38,0,0.01,2.7
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Redbridge,317,E09000026,Secondary,11,10,1,90.9,9.1,5.33,484840,5.5,5.58,-0.25,6,60,4.76,793928,5.58,-0.25,0.34,0.43,0,4.53,0,1.39,96.84
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Redbridge,317,E09000026,Special,3,3,0,100,0,1.02,339809,8,1.02,0,1,33.3,0.47,465255,1.02,0,0.01,0,0,0.97,0,0.09,12.67
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Richmond upon Thames,318,E09000027,All LA maintained schools,42,38,4,90.5,9.5,8.06,191994,8,8.2,-0.14,19,50,5.86,308425,0.29,7.55,0.24,0.38,0.22,8.75,0.27,0.78,101.07
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Richmond upon Thames,318,E09000027,Nursery,1,0,1,0,100,-0.03,-33373,-4.4,0,-0.03,0,0,0,0,0,-0.03,0,0.03,0,0.04,0,0.04,0.76
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Richmond upon Thames,318,E09000027,Primary,39,36,3,92.3,7.7,7.4,189772,8.4,7.51,-0.1,18,50,5.43,301838,0.29,6.89,0.19,0.34,0.22,8.1,0.27,0.72,87.98
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Richmond upon Thames,318,E09000027,Secondary,2,2,0,100,0,0.7,348004,5.6,0.7,0,1,50,0.43,426992,0,0.7,0.05,0,0,0.6,0,0.02,12.33
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Sutton,319,E09000029,All LA maintained schools,28,23,5,82.1,17.9,2.98,106528,4.1,4.2,-1.22,16,69.6,3.95,247139,1.93,1.2,0,0.04,-0.15,3.93,-0.12,0.03,72.89
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Sutton,319,E09000029,Nursery,2,2,0,100,0,0.2,102327,16.4,0.2,0,2,100,0.2,102327,0,0.2,0,0,0,0.13,0,0,1.25
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Sutton,319,E09000029,Primary,21,18,3,85.7,14.3,3.06,145567,6,3.44,-0.38,12,66.7,3.2,266259,1.78,1.43,0,-0.03,-0.15,3.52,-0.12,-0.06,50.81
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Sutton,319,E09000029,PRU,2,2,0,100,0,0.55,277231,24.7,0.55,0,2,100,0.55,277231,0.16,0.4,0,0.04,0,0.54,0,0,2.25
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Sutton,319,E09000029,Secondary,2,1,1,50,50,-0.16,-80932,-1.1,0.01,-0.17,0,0,0,0,0,-0.16,0,0.02,0,-0.22,0,0.09,14.52
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Sutton,319,E09000029,Special,1,0,1,0,100,-0.67,-671398,-16.6,0,-0.67,0,0,0,0,0,-0.67,0,0,0,-0.05,0,0,4.05
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Waltham Forest,320,E09000031,All LA maintained schools,42,36,6,85.7,14.3,7.33,174556,5,9.52,-2.19,15,41.7,7.07,471622,1.85,5.12,0.69,0.42,0.37,7.49,0.41,1.38,147.69
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Waltham Forest,320,E09000031,Nursery,3,3,0,100,0,0.31,102620,14.9,0.31,0,1,33.3,0.24,235977,0.04,-0.02,0.03,0.01,0.29,-0.07,0.33,0.05,2.07
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Waltham Forest,320,E09000031,Primary,29,26,3,89.7,10.3,5.87,202460,7.3,6.4,-0.53,11,42.3,4.33,394066,0.19,5.47,0.36,0.25,0.21,5.67,0.21,0.8,80.03
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Waltham Forest,320,E09000031,PRU,1,0,1,0,100,-0.96,-959349,-21.7,0,-0.96,0,0,0,0,0,-0.96,0.07,0,0,-0.58,0,0.05,4.42
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Waltham Forest,320,E09000031,Secondary,8,6,2,75,25,1.91,239374,3.2,2.62,-0.7,2,33.3,2.31,1153562,1.62,0.43,0.22,0.14,-0.13,2.27,-0.13,0.46,59.24
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Waltham Forest,320,E09000031,Special,1,1,0,100,0,0.2,196499,10.2,0.2,0,1,100,0.2,196499,0,0.2,0.01,0.01,0,0.2,0,0.02,1.93
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,All LA maintained schools,70,58,12,82.9,17.1,8.91,127287,9,9.86,-0.95,36,62.1,8.39,233074,9.85,-0.95,0.63,0,0.01,5.46,0.02,0.51,99.54
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Nursery,1,1,0,100,0,0.04,35701,9.4,0.04,0,1,100,0.04,35701,0.04,0,0.01,0,0,0,0,0,0.38
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Primary,63,54,9,85.7,14.3,6.72,106596,8.2,7.48,-0.76,32,59.3,6.01,187851,7.47,-0.76,0.51,0,0.01,4.23,0.02,0.37,81.51
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Secondary,1,1,0,100,0,1.38,1382393,21.7,1.38,0,1,100,1.38,1382393,1.38,0,0.02,0,0,0.73,0,0.03,6.38
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Gateshead,390,E08000037,Special,5,2,3,40,60,0.78,155286,6.9,0.96,-0.18,2,100,0.96,480675,0.96,-0.18,0.1,0,0,0.51,0,0.11,11.27
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,All LA maintained schools,59,58,1,98.3,1.7,13.99,237184,14.2,14.19,-0.19,45,77.6,13.25,294428,4.11,9.52,0.66,0,0.37,9.78,0.37,0.74,98.27
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Nursery,4,3,1,75,25,0.19,47960,9.4,0.38,-0.19,3,100,0.38,128199,0.24,-0.07,0.07,0,0.03,0.21,0.03,0.06,2.04
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Primary,50,50,0,100,0,12.2,244054,15.5,12.2,0,38,76,11.34,298317,3.54,8.34,0.26,0,0.32,8,0.32,0.3,78.81
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Secondary,3,3,0,100,0,0.91,302800,9.3,0.91,0,2,66.7,0.84,418851,0.14,0.75,0.26,0,0.02,1.02,0.02,0.28,9.81
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Newcastle upon Tyne,391,E08000021,Special,2,2,0,100,0,0.69,345443,9.1,0.69,0,2,100,0.69,345443,0.2,0.49,0.07,0,0,0.55,0,0.1,7.61
202021,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,All LA maintained schools,74,68,6,91.9,8.1,3.71,50118,2.2,14.46,-10.75,38,55.9,12.35,325105,6.41,-2.76,1,0.01,0.05,-0.05,0.18,1.26,172.14
202021,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Nursery,1,1,0,100,0,0.12,124070,26.9,0.12,0,1,100,0.12,124070,0,0.14,0,0,-0.01,0.13,0,0,0.46
202021,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Primary,54,52,2,96.3,3.7,7.33,135820,8.6,7.63,-0.3,26,50,5.8,223095,2.54,4.63,0.58,0.01,0.16,4.02,0.19,0.72,85.04
202021,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,PRU,1,1,0,100,0,0.05,49519,1.6,0.05,0,0,0,0,0,0.05,0,0.01,0,0,0.06,0,0.01,3.19
202021,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Secondary,13,10,3,76.9,23.1,-4.56,-351094,-6.9,5.65,-10.21,8,80,5.48,684402,3.26,-7.73,0.31,0,-0.09,-5.1,-0.01,0.43,66.44
202021,Financial year,Local authority,England,E92000001,North East,E12000001,North Tyneside,392,E08000022,Special,5,4,1,80,20,0.77,153017,4.5,1.01,-0.24,3,75,0.95,318084,0.56,0.2,0.1,0,0,0.85,0,0.1,17.01
202021,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,All LA maintained schools,53,42,8,79.2,15.1,1.97,37076,2,6.18,-4.22,18,42.9,4.49,249463,3.37,-1.41,0.81,0,0,-0.76,0,0.77,99.95
202021,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Nursery,4,3,1,75,25,0.11,27664,5.3,0.12,-0.01,1,33.3,0.05,50552,0.14,-0.03,0.07,0,0,0.09,0,0.05,2.08
202021,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Primary,39,33,3,84.6,7.7,4.16,106610,7,4.69,-0.53,15,45.5,3.68,245235,2.52,1.64,0.47,0,0,2.08,0,0.47,59.57
202021,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,PRU,1,0,1,0,100,-0.11,-107792,-7.1,0,-0.11,0,0,0,0,0,-0.11,0.03,0,0,-0.15,0,0.02,1.52
202021,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Secondary,5,3,2,60,40,-2.56,-512519,-9.8,0.77,-3.33,1,33.3,0.52,516121,0.41,-2.97,0.15,0,0,-3.06,0,0.12,26.03
202021,Financial year,Local authority,England,E92000001,North East,E12000001,South Tyneside,393,E08000023,Special,4,3,1,75,25,0.37,91749,3.4,0.61,-0.24,1,33.3,0.25,245126,0.31,0.06,0.1,0,0,0.28,0,0.1,10.75
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,All LA maintained schools,56,53,3,94.6,5.4,10.75,191957,13.3,10.99,-0.24,39,73.6,9.92,254429,10.98,-0.24,0.54,0,0.01,7.98,0.11,0.51,80.85
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Nursery,8,6,2,75,25,0.94,117843,20.4,1.18,-0.23,5,83.3,1.15,230796,1.33,-0.23,0.1,0,-0.15,0.99,-0.09,0.09,4.63
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Primary,43,42,1,97.7,2.3,8.54,198667,13.6,8.54,0,31,73.8,7.58,244421,8.42,0,0.32,0,0.13,6.19,0.17,0.35,62.94
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,PRU,2,2,0,100,0,0.07,36242,1.8,0.07,0,0,0,0,0,0.08,0,0.06,0,-0.01,0.04,-0.01,0.04,3.96
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Secondary,1,1,0,100,0,0.48,477636,11.6,0.48,0,1,100,0.48,477636,0.48,0,0.04,0,0,0.24,0,0.03,4.13
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Sunderland,394,E08000024,Special,2,2,0,100,0,0.71,357029,13.7,0.71,0,2,100,0.71,357029,0.68,0,0.02,0,0.04,0.52,0.04,0.01,5.19
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,All LA maintained schools,22,13,3,59.1,13.6,0.79,36123,1.8,2.5,-1.71,8,61.5,1.9,237296,2.47,-1.71,0.09,0.03,0.03,-0.19,-0.07,0.23,44.86
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Primary,18,11,2,61.1,11.1,2.09,116302,7.3,2.18,-0.09,7,63.6,1.68,240200,2.15,-0.09,0.08,0.03,0.03,1.87,-0.07,0.19,28.85
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,PRU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,-0.25,0,0.01,0.99
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Secondary,2,1,1,50,50,-1.52,-757849,-11.7,0.1,-1.62,0,0,0,0,0.1,-1.62,0,0,0,-2.03,0,0,12.94
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Hartlepool,805,E06000001,Special,1,1,0,100,0,0.22,216964,10.4,0.22,0,1,100,0.22,216964,0.22,0,0.01,0.01,0,0.21,0,0.02,2.08
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,All LA maintained schools,12,12,0,100,0,4.72,393553,14,4.72,0,9,75,4.44,493399,4.72,0,0.08,0,0,2.77,0,0.28,33.63
202021,Financial year,Local authority,England,E92000001,North East,E12000001,Middlesbrough,806,E06000002,Primary,9,9,0,100,0,2.63,292062,11.2,2.63,0,6,66.7,2.35,391086,2.63,0,0.03,0,0,1.75,0,0.19,23.42
